timestamp,read,write,skip,status
2026-02-19T00:37:02.235059Z,1000,1000,0,COMPLETED
2026-02-19T00:39:19.224359Z,1000,1000,0,COMPLETED
2026-02-19T00:41:16.969947Z,1000,1000,0,COMPLETED
